cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
58;4;2020;2020-04-01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;20;0;0;20;4;24;2;77;5;4;9;50;25;21;96;50;3;1;0;0;0;0;0;22;172;16;1;0;2;24;43;0;1;0;18;9;5;4;0;10;31;3;5;0;43;2;0;0;0;0;491;3
59;4;2020;2020-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;2;1;11;3;14;6;58;4;5;15;123;30;21;174;83;25;0;1;0;0;0;1;43;327;34;10;2;2;50;98;0;2;0;50;1;0;1;0;54;26;4;2;0;30;3;0;0;0;0;728;3
60;4;2020;2020-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;1;5;5;10;8;37;5;4;10;45;10;9;64;53;10;1;0;0;0;0;0;18;146;24;1;1;0;11;37;0;0;0;22;8;0;8;0;29;33;10;13;0;28;4;0;0;0;0;417;3
61;4;2020;2020-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;0;0;0;0;0;0;0;13;1;0;1;9;4;1;14;9;1;1;2;1;0;0;0;2;30;3;0;0;2;3;9;0;0;0;1;1;0;1;0;2;10;0;4;0;7;0;0;0;0;0;84;3
62;4;2020;2020-04-01;15;3;Duque de Caxias;3301702;Baixada Fluminense;1;0;0;1;3;4;3;18;1;0;4;20;5;2;27;37;5;3;1;0;0;0;1;16;90;15;0;0;0;10;25;0;1;0;15;5;0;5;0;18;14;7;6;0;16;0;0;0;0;0;226;3
63;4;2020;2020-04-01;24;3;Japeri;3302270;Baixada Fluminense;4;0;0;4;8;12;2;14;2;1;3;6;2;1;9;2;0;0;1;0;0;0;0;5;17;1;1;0;1;8;11;0;0;0;4;6;0;4;2;4;3;2;0;0;14;0;1;0;0;0;117;3
64;4;2020;2020-04-01;21;3;São João de Meriti;3305109;Baixada Fluminense;4;1;0;5;5;10;26;91;11;3;8;107;125;82;314;80;30;10;1;0;0;0;4;146;585;31;2;0;6;65;104;0;2;0;48;12;1;11;0;54;35;4;3;0;61;7;0;0;0;0;1218;3
65;4;2020;2020-04-01;34;3;Magé;3302502;Baixada Fluminense;4;0;0;4;3;7;2;16;1;0;1;3;2;0;5;3;0;0;0;0;0;0;0;4;12;6;2;0;0;7;15;0;0;0;5;5;0;5;0;5;14;3;3;0;16;0;0;0;0;0;108;3
66;4;2020;2020-04-01;34;3;Magé;3302502;Baixada Fluminense;4;0;0;4;0;4;3;51;2;0;7;13;10;0;23;14;0;0;0;0;0;0;0;7;44;11;3;0;0;9;25;0;0;0;13;0;0;0;0;9;15;1;2;0;29;1;0;0;0;0;219;3
67;4;2020;2020-04-01;34;3;Guapimirim;3301850;Baixada Fluminense;2;0;0;2;1;3;0;11;2;0;2;4;5;0;9;4;0;0;1;0;0;0;0;1;15;2;0;0;0;10;12;0;0;0;4;8;4;4;0;1;13;1;2;0;10;0;0;0;0;0;98;3
70;4;2020;2020-04-01;35;4;Tanguá;3305752;Interior;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;3;4;0;0;0;1;2;0;2;0;2;5;2;0;0;2;1;0;0;0;0;30;3
71;4;2020;2020-04-01;35;4;Itaboraí;3301900;Interior;4;0;0;4;0;4;4;27;4;5;4;25;6;4;35;16;4;1;0;0;0;0;0;12;68;21;1;1;0;25;48;0;0;0;2;19;1;18;0;17;41;5;7;0;21;3;3;0;0;0;272;3
72;4;2020;2020-04-01;7;4;São Gonçalo;3304904;Grande Niterói;2;0;0;2;5;7;1;26;2;0;7;81;20;8;109;25;23;2;1;0;0;0;0;18;178;15;5;1;3;39;63;0;2;0;42;8;0;8;0;20;22;6;3;0;19;3;0;0;0;0;459;3
73;4;2020;2020-04-01;7;4;São Gonçalo;3304904;Grande Niterói;2;0;0;2;4;6;0;21;2;1;12;69;18;7;94;26;22;1;2;0;0;0;0;23;168;13;4;0;1;53;71;0;1;0;20;7;0;7;0;6;15;1;4;0;11;1;0;0;0;0;394;3
74;4;2020;2020-04-01;7;4;São Gonçalo;3304904;Grande Niterói;5;0;0;5;12;17;14;28;1;3;10;69;25;17;111;62;19;3;0;0;0;0;1;91;287;13;4;0;3;73;93;0;0;0;31;18;1;18;0;20;53;11;3;0;24;1;0;0;0;0;622;3
75;4;2020;2020-04-01;7;4;São Gonçalo;3304904;Grande Niterói;13;0;0;13;6;19;4;20;2;1;3;59;15;9;83;34;17;0;0;0;0;0;0;32;166;10;4;0;3;27;44;0;1;0;23;3;0;3;0;25;15;2;1;0;13;5;0;0;0;0;400;3
76;4;2020;2020-04-01;12;4;Niterói;3303302;Grande Niterói;1;0;0;1;2;3;0;16;1;1;2;17;3;2;22;4;0;1;0;0;0;0;0;14;41;2;5;0;5;57;70;0;3;0;35;11;3;8;0;2;25;3;26;0;16;1;0;0;0;0;311;3
77;4;2020;2020-04-01;12;4;Niterói;3303302;Grande Niterói;1;0;0;1;6;7;2;11;2;0;11;4;2;0;6;4;0;1;0;0;0;0;1;1;13;2;4;0;1;17;26;0;0;1;29;7;2;5;0;3;11;2;3;0;14;1;0;0;0;0;181;3
78;4;2020;2020-04-01;12;4;Niterói;3303302;Grande Niterói;1;0;0;1;4;5;7;26;0;3;10;42;7;2;51;17;6;9;1;0;0;0;0;23;107;9;4;0;2;31;46;0;0;0;34;9;3;5;1;9;15;1;2;0;20;0;0;0;0;0;338;3
79;4;2020;2020-04-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;0;0;0;16;3;0;2;2;1;0;3;5;1;1;0;0;0;0;1;1;12;4;1;0;2;10;17;0;1;0;13;4;2;3;0;6;4;1;0;0;8;2;0;0;0;0;106;3
81;4;2020;2020-04-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;1;1;2;11;0;1;9;11;3;0;14;2;0;1;1;0;0;0;0;3;21;4;0;0;4;12;21;0;3;0;12;13;0;13;0;2;12;3;1;0;18;2;0;0;0;0;137;3
82;4;2020;2020-04-01;12;4;Maricá;3302700;Grande Niterói;5;0;0;5;0;5;3;29;2;2;4;11;6;0;17;19;1;5;3;0;0;0;0;6;51;6;6;1;5;69;87;0;0;0;24;6;1;4;1;10;10;1;0;0;46;1;0;0;0;0;392;3
88;4;2020;2020-04-01;10;5;Barra do Pirai;3300308;Interior;2;0;0;2;0;2;6;12;2;1;3;3;1;0;4;2;0;0;0;0;0;0;0;0;6;1;0;0;1;9;12;0;0;0;4;49;18;20;12;2;27;0;2;0;16;2;0;0;0;0;145;3
89;4;2020;2020-04-01;37;5;Resende;3304201;Interior;4;0;0;4;0;4;1;18;2;1;0;0;0;0;0;2;0;2;0;0;0;0;0;2;6;2;0;0;2;16;20;0;3;0;17;20;2;16;2;6;25;7;7;0;29;2;0;0;0;0;214;3
90;4;2020;2020-04-01;28;5;Barra Mansa;3300407;Interior;7;0;0;7;0;7;8;18;4;1;0;2;0;0;2;4;0;1;0;0;0;0;0;1;8;14;0;0;2;6;22;0;0;0;5;30;2;27;1;17;36;3;9;0;25;0;0;0;0;0;202;3
91;4;2020;2020-04-01;10;5;Valença;3306107;Interior;0;0;0;0;0;0;1;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;5;0;0;0;4;23;7;15;2;0;19;2;0;0;18;1;0;0;0;0;79;3
92;4;2020;2020-04-01;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;12;3
93;4;2020;2020-04-01;28;5;Volta Redonda;3306305;Interior;4;0;0;4;2;6;13;64;6;1;12;7;12;0;19;1;0;1;0;0;0;0;0;3;25;21;6;0;5;53;87;0;1;0;52;40;5;34;2;7;48;24;20;0;41;1;1;0;0;0;544;3
94;4;2020;2020-04-01;10;5;Piraí;3304003;Interior;0;0;0;0;0;0;0;11;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;0;0;1;5;8;0;0;0;0;32;25;7;0;0;11;0;2;0;8;0;0;0;0;0;79;3
95;4;2020;2020-04-01;10;5;Vassouras;3306206;Interior;1;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;14;9;2;3;0;5;0;4;0;1;0;1;0;0;0;42;3
96;4;2020;2020-04-01;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;3;0;0;3;0;3;1;9;0;2;3;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;5;7;0;0;0;1;13;8;4;1;0;7;0;2;0;10;0;0;0;0;0;92;3
97;4;2020;2020-04-01;10;5;Mendes;3302809;Interior;0;0;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;12;10;1;1;0;5;0;0;0;3;0;0;0;0;0;47;3
98;4;2020;2020-04-01;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;4;0;0;0;0;5;3;2;0;1;4;2;0;0;0;0;0;0;0;0;17;3
99;4;2020;2020-04-01;37;5;Itatiaia;3302254;Interior;3;0;0;3;0;3;1;6;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;2;4;1;0;0;0;7;8;0;0;0;3;4;1;1;2;1;3;2;2;0;21;0;1;0;0;0;70;3
100;4;2020;2020-04-01;37;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;6;1;4;1;0;4;1;1;0;1;0;0;0;0;0;15;3
101;4;2020;2020-04-01;28;5;Pinheiral;3303955;Interior;1;0;0;1;0;1;0;9;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;3;0;0;0;0;10;10;0;0;0;2;4;2;2;0;2;4;0;1;0;3;0;0;0;0;0;45;3
104;4;2020;2020-04-01;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;0;0;9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;1;7;4;3;0;0;4;0;1;0;11;0;0;0;0;0;53;3
105;4;2020;2020-04-01;26;7;Petrópolis;3303906;Interior;0;0;0;0;0;0;5;60;3;1;3;3;0;0;3;0;0;0;0;0;0;0;0;1;4;4;2;0;2;33;41;0;3;0;17;55;12;37;8;4;71;15;12;0;45;1;0;0;0;0;302;3
106;4;2020;2020-04-01;26;7;Petrópolis;3303906;Interior;1;0;0;1;0;1;1;24;1;0;2;0;1;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;1;21;23;0;0;0;9;10;6;4;0;3;12;1;1;0;9;0;0;0;0;0;112;3
107;4;2020;2020-04-01;38;7;Paraíba do Sul;3303708;Interior;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;1;14;5;6;3;0;8;0;10;0;2;0;0;0;0;0;56;3
108;4;2020;2020-04-01;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2;0;0;2;0;2;6;16;3;2;1;1;0;0;1;1;0;2;1;0;0;0;0;2;7;0;0;0;1;27;29;0;0;0;8;57;25;29;6;2;45;6;10;0;20;0;0;0;0;0;221;3
109;4;2020;2020-04-01;38;7;Sapucaia;3305406;Interior;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;1;17;15;2;0;0;5;0;0;0;2;0;0;0;0;0;36;3
110;4;2020;2020-04-01;30;7;Teresópolis;3305802;Interior;0;0;0;0;0;0;1;62;2;2;7;1;1;0;2;0;0;0;0;0;0;0;1;1;4;2;2;0;2;42;49;0;0;0;27;31;7;24;3;3;33;6;12;0;50;1;0;0;0;0;345;3
111;4;2020;2020-04-01;30;7;Sumidouro;3305703;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;11;3
112;4;2020;2020-04-01;30;7;Carmo;3301207;Interior;0;0;0;0;0;0;2;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;9;0;1;0;0;0;2;0;3;0;0;0;0;0;39;3
118;4;2020;2020-04-01;25;4;Araruama;3300209;Interior;5;0;0;5;0;5;3;30;4;2;3;10;3;0;13;8;0;1;3;0;0;0;0;6;31;12;2;0;3;38;55;0;1;0;23;28;4;21;3;4;23;3;3;0;21;3;0;0;0;0;298;3
119;4;2020;2020-04-01;35;4;Rio Bonito;3304300;Interior;0;0;0;0;0;0;0;8;1;0;5;1;0;0;1;1;0;0;1;0;0;0;0;0;3;2;0;0;0;1;3;0;0;0;1;7;1;6;0;2;12;0;8;0;8;0;0;0;0;0;49;3
120;4;2020;2020-04-01;35;4;Silva Jardim;3305604;Interior;2;0;0;2;0;2;3;8;0;0;4;0;0;0;0;0;3;0;1;0;0;0;0;0;4;0;0;0;1;6;7;0;1;0;1;1;0;1;0;1;2;0;1;0;4;0;0;0;0;0;45;3
121;4;2020;2020-04-01;32;6;Casimiro de Abreu;3301306;Interior;2;0;0;2;0;2;0;6;1;0;23;0;0;0;0;0;1;1;1;0;0;0;0;0;3;2;0;0;0;3;7;0;0;0;5;8;1;6;1;1;3;5;1;0;4;0;0;0;0;0;52;3
122;4;2020;2020-04-01;32;6;Conceição de Macabú;3301405;Interior;1;0;0;1;0;1;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;1;0;1;0;0;1;0;2;0;2;0;0;0;0;0;28;3
123;4;2020;2020-04-01;32;6;Macaé;3302403;Interior;9;0;1;10;0;10;10;31;4;4;7;22;12;0;34;6;1;3;2;0;0;0;1;13;60;6;1;0;2;48;57;0;0;2;51;20;1;18;1;5;42;2;1;0;24;5;0;0;0;0;375;3
124;4;2020;2020-04-01;25;4;Saquarema;3305505;Interior;2;0;0;2;0;2;0;9;1;2;0;3;0;0;3;1;0;0;0;0;0;0;0;2;6;4;0;0;2;16;23;0;0;0;4;13;1;10;2;4;14;3;0;0;16;0;0;0;0;0;138;3
125;4;2020;2020-04-01;25;4;São Pedro da Aldeia;3305208;Interior;6;0;0;6;1;7;5;19;2;0;4;6;5;0;11;4;0;1;2;0;0;0;0;4;22;11;0;0;3;25;40;0;0;0;15;16;1;14;2;6;26;3;3;1;19;2;0;0;0;0;183;3
126;4;2020;2020-04-01;25;4;Cabo Frio;3300704;Interior;3;0;0;3;0;3;6;38;5;0;5;15;14;1;30;4;3;1;1;0;0;0;1;12;52;21;2;0;4;72;101;0;0;0;51;38;4;34;3;4;60;17;9;0;36;4;1;0;0;0;503;3
127;4;2020;2020-04-01;25;4;Armação dos Búzios;3300233;Interior;2;0;0;2;0;2;0;7;1;2;0;3;3;0;6;2;0;0;0;0;0;0;0;1;9;2;1;0;0;17;20;0;0;0;6;7;1;6;1;3;9;1;4;0;8;2;0;2;0;0;113;3
128;4;2020;2020-04-01;32;6;Rio das Ostras;3304524;Interior;9;0;0;9;0;9;3;31;2;3;7;12;5;0;17;5;0;0;0;0;0;0;2;12;37;9;1;0;2;43;57;0;2;0;47;30;3;26;1;6;42;11;11;0;38;3;0;0;0;0;406;3
129;4;2020;2020-04-01;25;4;Iguaba Grande;3301876;Interior;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;2;0;0;0;3;5;0;0;0;1;2;1;1;0;1;1;0;2;0;10;0;0;0;0;0;43;3
130;4;2020;2020-04-01;32;6;"Quissamã;Carapebus";9999994;Interior;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;0;0;6;1;5;0;0;5;1;0;0;6;0;0;0;0;0;54;3
132;4;2020;2020-04-01;25;4;Arraial do Cabo;3300258;Interior;3;0;0;3;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;10;12;0;0;0;2;7;2;5;2;0;8;0;0;0;5;0;0;1;0;0;41;3
134;4;2020;2020-04-01;8;6;Campos dos Goytacazes;3301009;Interior;5;0;0;5;0;5;4;41;2;7;5;15;9;0;24;1;0;2;2;0;0;0;0;6;36;16;0;0;0;72;90;0;3;0;70;50;7;29;17;8;78;9;9;0;20;0;0;0;0;0;417;3
135;4;2020;2020-04-01;36;6;Itaocara;3302106;Interior;0;0;0;0;0;0;0;3;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;7;0;0;0;1;7;5;2;0;0;5;1;0;0;7;0;0;0;0;0;43;3
136;4;2020;2020-04-01;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;1;0;0;1;0;1;1;11;1;1;7;0;1;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;10;11;0;0;0;0;9;1;8;0;2;7;0;0;0;10;1;0;0;0;0;59;3
137;4;2020;2020-04-01;36;6;Miracema;3303005;Interior;1;0;0;1;0;1;1;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;2;22;12;9;1;0;18;1;2;0;4;0;0;0;0;0;58;3
138;4;2020;2020-04-01;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;4;0;0;0;0;0;5;3
139;4;2020;2020-04-01;29;6;Porciúncula;3304102;Interior;1;0;0;1;0;1;0;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;6;0;0;0;1;18;13;6;0;0;7;0;1;0;11;0;0;0;0;0;46;3
140;4;2020;2020-04-01;29;6;"Natividade;Varre-Sai";9999997;Interior;1;0;0;1;0;1;2;8;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;2;1;1;0;0;3;0;1;0;6;0;0;0;0;0;36;3
141;4;2020;2020-04-01;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;7;8;0;0;0;3;18;8;9;2;1;15;3;0;0;4;0;0;0;0;0;46;3
142;4;2020;2020-04-01;36;6;Cambuci;3300902;Interior;0;0;1;1;0;1;0;1;0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3
143;4;2020;2020-04-01;29;6;"Itaperuna;São José de Ubá";9999996;Interior;6;0;0;6;0;6;3;14;0;0;0;2;1;0;3;1;0;1;0;0;0;0;0;2;7;4;0;0;0;11;15;0;0;0;13;49;38;11;2;4;29;2;3;0;23;0;0;0;0;0;206;3
144;4;2020;2020-04-01;29;6;Bom Jesus de Itabapoana;3300605;Interior;1;0;0;1;0;1;5;7;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;4;0;0;0;0;9;3;6;0;0;8;0;2;0;2;0;1;0;0;0;39;3
145;4;2020;2020-04-01;8;6;São João da Barra;3305000;Interior;0;0;0;0;0;0;0;3;3;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;16;16;0;1;0;3;11;3;7;1;0;15;1;1;0;10;1;1;0;0;0;77;3
146;4;2020;2020-04-01;8;6;Campos dos Goytacazes;3301009;Interior;3;0;0;3;0;3;3;21;0;5;11;1;2;0;3;1;0;1;3;0;0;0;0;1;9;7;0;0;0;16;23;0;0;0;3;31;5;24;2;2;50;10;11;0;13;1;0;0;0;0;187;3
147;4;2020;2020-04-01;8;6;São Francisco de Itabapoana;3304755;Interior;2;0;0;2;0;2;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;9;10;0;0;0;0;16;4;12;1;2;15;4;4;0;4;0;2;0;0;0;63;3
148;4;2020;2020-04-01;29;6;"Cardoso Moreira;Italva";9999995;Interior;0;0;0;0;0;0;3;10;1;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;3;0;0;0;0;4;4;0;0;0;0;7;6;1;0;0;5;0;1;0;14;0;1;0;0;0;55;3
151;4;2020;2020-04-01;11;7;Nova Friburgo;3303401;Interior;0;0;0;0;0;0;0;39;5;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;2;4;0;0;0;3;7;0;0;0;2;39;12;27;1;6;49;4;5;0;20;0;1;0;0;0;155;3
152;4;2020;2020-04-01;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;3
153;4;2020;2020-04-01;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;0;0;5;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;7;4;3;0;0;4;0;0;0;2;0;0;0;0;0;38;3
154;4;2020;2020-04-01;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;0;0;0;9;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;5;0;0;0;2;2;1;0;1;1;0;0;1;0;7;0;0;0;0;0;55;3
155;4;2020;2020-04-01;36;6;São Sebastião do Alto;3305307;Interior;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;3
156;4;2020;2020-04-01;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;11;3
157;4;2020;2020-04-01;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;7;3
158;4;2020;2020-04-01;11;7;Bom Jardim;3300506;Interior;1;0;0;1;0;1;0;4;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;11;7;3;1;1;6;0;0;0;3;0;0;0;0;0;38;3
159;4;2020;2020-04-01;35;4;Cachoeiras de Macacu;3300803;Interior;1;0;0;1;0;1;1;7;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;12;13;0;0;0;3;6;2;4;0;0;3;1;1;0;8;0;0;0;0;0;62;3
165;4;2020;2020-04-01;33;5;Mangaratiba;3302601;Interior;2;0;0;2;0;2;1;10;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;5;0;0;3;16;24;0;0;0;5;2;0;2;0;3;4;0;3;0;12;0;0;0;0;0;100;3
166;4;2020;2020-04-01;33;5;Angra dos Reis;3300100;Interior;2;0;0;2;4;6;1;34;1;3;4;3;1;0;4;3;1;1;0;1;0;0;0;0;10;1;0;0;1;16;19;0;2;0;7;32;5;24;4;2;29;6;7;0;24;2;1;0;0;0;181;3
167;4;2020;2020-04-01;33;5;Paraty;3303807;Interior;3;0;0;3;0;3;5;8;0;0;2;0;2;2;4;1;0;0;0;0;0;0;0;0;5;0;0;0;0;8;8;0;1;0;4;7;2;5;0;2;22;5;1;0;9;0;1;0;0;0;71;3
168;4;2020;2020-04-01;28;5;Rio Claro;3304409;Interior;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;9;0;0;0;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;30;3
1;5;2020;2020-05-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;5;1;0;0;29;3;0;32;0;1;1;0;0;0;0;0;5;40;8;4;1;1;20;36;0;0;0;46;1;0;1;0;0;8;2;1;0;4;0;1;0;0;0;233;3
4;5;2020;2020-05-01;5;1;Rio de Janeiro;3304557;Capital;1;0;0;1;1;2;0;8;0;2;3;8;6;1;15;5;0;1;0;0;0;0;0;4;25;0;6;0;6;20;33;0;0;0;4;5;0;3;2;2;6;1;1;0;1;0;0;0;0;0;128;3
5;5;2020;2020-05-01;5;1;Rio de Janeiro;3304557;Capital;3;0;0;3;0;3;0;14;1;0;0;19;5;0;24;1;0;2;0;0;1;0;0;8;36;2;7;1;13;46;71;0;1;0;66;8;2;3;3;0;17;4;9;0;8;0;0;0;0;0;326;3
6;5;2020;2020-05-01;4;1;Rio de Janeiro;3304557;Capital;5;0;0;5;0;5;7;8;1;0;10;13;7;2;22;13;1;0;0;0;0;0;0;5;42;11;1;6;5;37;61;0;1;0;27;2;2;0;0;20;9;3;3;0;6;2;0;0;0;0;239;3
7;5;2020;2020-05-01;5;1;Rio de Janeiro;3304557;Capital;0;0;1;1;0;1;0;2;0;0;0;2;0;1;3;2;0;0;0;0;0;0;0;2;7;7;0;0;1;4;12;0;0;0;0;1;0;1;0;6;2;0;0;0;2;0;0;0;0;0;43;3
9;5;2020;2020-05-01;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;11;0;0;5;43;13;3;59;12;0;1;0;0;1;0;0;6;80;12;2;1;8;66;97;0;0;0;104;3;1;1;1;5;13;1;2;0;9;2;0;0;0;0;447;3
10;5;2020;2020-05-01;2;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;12;3;0;7;25;11;0;36;6;0;7;0;0;0;0;0;6;55;7;5;1;9;86;115;0;0;1;106;3;2;0;1;2;15;1;0;0;14;2;0;0;0;0;442;3
11;5;2020;2020-05-01;23;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;2;0;0;1;4;0;0;0;3;0;0;0;0;1;2;0;0;0;4;0;0;0;0;0;31;3
12;5;2020;2020-05-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;13;2;0;3;3;0;0;3;0;0;0;1;0;0;0;0;1;5;12;7;2;4;45;75;0;0;0;9;10;8;2;1;0;14;5;8;0;6;0;0;0;0;0;172;3
